Machine 2 log started at 2025-03-05 09:56:23.189826
Clock rate: 3 ticks per second
2025-03-05 09:56:24 | RECEIVE | Clock: 3 | Message clock: 2, Queue length: 1
2025-03-05 09:56:43 | INTERNAL | Clock: 111 | Internal event
2025-03-05 09:56:43 | RECEIVE | Clock: 112 | Message clock: 108, Queue length: 1
2025-03-05 09:56:43 | RECEIVE | Clock: 115 | Message clock: 114, Queue length: 0
2025-03-05 09:56:44 | INTERNAL | Clock: 116 | Internal event
2025-03-05 09:56:44 | SEND | Clock: 117 | Sent to machine 1
2025-03-05 09:56:44 | SEND | Clock: 118 | Sent to machine 3
2025-03-05 09:56:44 | RECEIVE | Clock: 122 | Message clock: 121, Queue length: 0
2025-03-05 09:56:45 | INTERNAL | Clock: 123 | Internal event
2025-03-05 09:56:45 | INTERNAL | Clock: 124 | Internal event
2025-03-05 09:56:45 | RECEIVE | Clock: 125 | Message clock: 123, Queue length: 0
2025-03-05 09:56:46 | INTERNAL | Clock: 126 | Internal event
2025-03-05 09:56:46 | INTERNAL | Clock: 127 | Internal event
2025-03-05 09:56:46 | INTERNAL | Clock: 128 | Internal event
2025-03-05 09:56:47 | RECEIVE | Clock: 129 | Message clock: 128, Queue length: 0
2025-03-05 09:56:47 | INTERNAL | Clock: 130 | Internal event
2025-03-05 09:56:47 | SEND | Clock: 131 | Sent to machine 3
2025-03-05 09:56:48 | INTERNAL | Clock: 132 | Internal event
2025-03-05 09:56:48 | INTERNAL | Clock: 133 | Internal event
2025-03-05 09:56:48 | INTERNAL | Clock: 134 | Internal event
2025-03-05 09:56:49 | INTERNAL | Clock: 135 | Internal event
2025-03-05 09:56:49 | RECEIVE | Clock: 144 | Message clock: 143, Queue length: 0
2025-03-05 09:56:49 | INTERNAL | Clock: 145 | Internal event
2025-03-05 09:56:50 | RECEIVE | Clock: 149 | Message clock: 148, Queue length: 0
2025-03-05 09:56:50 | SEND | Clock: 150 | Sent to machine 1
2025-03-05 09:56:50 | SEND | Clock: 151 | Sent to machine 3
2025-03-05 09:56:50 | INTERNAL | Clock: 152 | Internal event
2025-03-05 09:56:51 | INTERNAL | Clock: 153 | Internal event
2025-03-05 09:56:51 | INTERNAL | Clock: 154 | Internal event
2025-03-05 09:56:51 | RECEIVE | Clock: 155 | Message clock: 154, Queue length: 0
2025-03-05 09:56:52 | INTERNAL | Clock: 156 | Internal event
2025-03-05 09:56:52 | INTERNAL | Clock: 157 | Internal event
2025-03-05 09:56:52 | INTERNAL | Clock: 158 | Internal event
2025-03-05 09:56:53 | INTERNAL | Clock: 159 | Internal event
2025-03-05 09:56:53 | RECEIVE | Clock: 165 | Message clock: 164, Queue length: 0
2025-03-05 09:56:53 | RECEIVE | Clock: 166 | Message clock: 165, Queue length: 0
2025-03-05 09:56:54 | RECEIVE | Clock: 167 | Message clock: 166, Queue length: 0
2025-03-05 09:56:54 | RECEIVE | Clock: 169 | Message clock: 168, Queue length: 0
2025-03-05 09:56:54 | INTERNAL | Clock: 170 | Internal event
2025-03-05 09:56:55 | INTERNAL | Clock: 171 | Internal event
2025-03-05 09:56:55 | SEND | Clock: 172 | Sent to machine 1
2025-03-05 09:56:55 | SEND | Clock: 173 | Sent to machine 3
2025-03-05 09:56:55 | INTERNAL | Clock: 174 | Internal event
2025-03-05 09:56:56 | INTERNAL | Clock: 175 | Internal event
2025-03-05 09:56:56 | SEND | Clock: 176 | Sent to machine 3
2025-03-05 09:56:56 | INTERNAL | Clock: 177 | Internal event
2025-03-05 09:56:57 | RECEIVE | Clock: 185 | Message clock: 184, Queue length: 0
2025-03-05 09:56:57 | SEND | Clock: 186 | Sent to machine 1
2025-03-05 09:56:57 | RECEIVE | Clock: 190 | Message clock: 189, Queue length: 0
2025-03-05 09:56:58 | SEND | Clock: 191 | Sent to machine 3
2025-03-05 09:56:58 | RECEIVE | Clock: 192 | Message clock: 190, Queue length: 0
2025-03-05 09:56:58 | RECEIVE | Clock: 197 | Message clock: 196, Queue length: 0
2025-03-05 09:56:59 | INTERNAL | Clock: 198 | Internal event
2025-03-05 09:56:59 | RECEIVE | Clock: 200 | Message clock: 199, Queue length: 0
2025-03-05 09:56:59 | INTERNAL | Clock: 201 | Internal event
2025-03-05 09:57:00 | INTERNAL | Clock: 202 | Internal event
2025-03-05 09:57:00 | RECEIVE | Clock: 205 | Message clock: 204, Queue length: 0
2025-03-05 09:57:00 | SEND | Clock: 206 | Sent to machine 3
2025-03-05 09:57:01 | RECEIVE | Clock: 209 | Message clock: 208, Queue length: 0
2025-03-05 09:57:01 | RECEIVE | Clock: 210 | Message clock: 208, Queue length: 0
2025-03-05 09:57:01 | RECEIVE | Clock: 212 | Message clock: 211, Queue length: 0
2025-03-05 09:57:02 | RECEIVE | Clock: 214 | Message clock: 213, Queue length: 0
2025-03-05 09:57:02 | RECEIVE | Clock: 215 | Message clock: 214, Queue length: 0
2025-03-05 09:57:02 | RECEIVE | Clock: 218 | Message clock: 217, Queue length: 0
2025-03-05 09:57:03 | INTERNAL | Clock: 219 | Internal event
2025-03-05 09:57:03 | INTERNAL | Clock: 220 | Internal event
2025-03-05 09:57:04 | SEND | Clock: 221 | Sent to machine 1
2025-03-05 09:57:04 | SEND | Clock: 222 | Sent to machine 3
2025-03-05 09:57:04 | INTERNAL | Clock: 223 | Internal event
2025-03-05 09:57:04 | SEND | Clock: 224 | Sent to machine 1
2025-03-05 09:57:05 | INTERNAL | Clock: 225 | Internal event
2025-03-05 09:57:05 | SEND | Clock: 226 | Sent to machine 1
2025-03-05 09:57:05 | INTERNAL | Clock: 227 | Internal event
2025-03-05 09:57:06 | INTERNAL | Clock: 228 | Internal event
2025-03-05 09:57:06 | RECEIVE | Clock: 234 | Message clock: 233, Queue length: 0
2025-03-05 09:57:06 | RECEIVE | Clock: 235 | Message clock: 232, Queue length: 0
2025-03-05 09:57:07 | INTERNAL | Clock: 236 | Internal event
2025-03-05 09:57:07 | RECEIVE | Clock: 240 | Message clock: 239, Queue length: 0
2025-03-05 09:57:07 | SEND | Clock: 241 | Sent to machine 1
2025-03-05 09:57:08 | SEND | Clock: 242 | Sent to machine 3
2025-03-05 09:57:08 | RECEIVE | Clock: 245 | Message clock: 244, Queue length: 0
2025-03-05 09:57:08 | RECEIVE | Clock: 248 | Message clock: 247, Queue length: 0
2025-03-05 09:57:09 | SEND | Clock: 249 | Sent to machine 1
2025-03-05 09:57:09 | SEND | Clock: 250 | Sent to machine 3
2025-03-05 09:57:09 | INTERNAL | Clock: 251 | Internal event
2025-03-05 09:57:09 | RECEIVE | Clock: 254 | Message clock: 253, Queue length: 0
2025-03-05 09:57:10 | INTERNAL | Clock: 255 | Internal event
2025-03-05 09:57:10 | RECEIVE | Clock: 259 | Message clock: 258, Queue length: 0
2025-03-05 09:57:10 | INTERNAL | Clock: 260 | Internal event
2025-03-05 09:57:11 | INTERNAL | Clock: 261 | Internal event
2025-03-05 09:57:11 | RECEIVE | Clock: 262 | Message clock: 260, Queue length: 0
2025-03-05 09:57:11 | RECEIVE | Clock: 263 | Message clock: 261, Queue length: 0
2025-03-05 09:57:12 | RECEIVE | Clock: 264 | Message clock: 263, Queue length: 0
2025-03-05 09:57:12 | SEND | Clock: 265 | Sent to machine 3
2025-03-05 09:57:12 | INTERNAL | Clock: 266 | Internal event
2025-03-05 09:57:13 | INTERNAL | Clock: 267 | Internal event
2025-03-05 09:57:13 | SEND | Clock: 268 | Sent to machine 3
2025-03-05 09:57:13 | SEND | Clock: 269 | Sent to machine 1
2025-03-05 09:57:14 | INTERNAL | Clock: 270 | Internal event
2025-03-05 09:57:14 | RECEIVE | Clock: 279 | Message clock: 278, Queue length: 0
2025-03-05 09:57:14 | INTERNAL | Clock: 280 | Internal event
2025-03-05 09:57:15 | INTERNAL | Clock: 281 | Internal event
2025-03-05 09:57:15 | SEND | Clock: 282 | Sent to machine 1
2025-03-05 09:57:15 | INTERNAL | Clock: 283 | Internal event
2025-03-05 09:57:16 | RECEIVE | Clock: 287 | Message clock: 286, Queue length: 0
2025-03-05 09:57:16 | INTERNAL | Clock: 288 | Internal event
2025-03-05 09:57:16 | RECEIVE | Clock: 292 | Message clock: 291, Queue length: 0
2025-03-05 09:57:17 | SEND | Clock: 293 | Sent to machine 1
2025-03-05 09:57:17 | INTERNAL | Clock: 294 | Internal event
2025-03-05 09:57:17 | RECEIVE | Clock: 296 | Message clock: 295, Queue length: 0
2025-03-05 09:57:18 | RECEIVE | Clock: 300 | Message clock: 299, Queue length: 0
2025-03-05 09:57:18 | SEND | Clock: 301 | Sent to machine 3
2025-03-05 09:57:18 | INTERNAL | Clock: 302 | Internal event
2025-03-05 09:57:19 | RECEIVE | Clock: 306 | Message clock: 305, Queue length: 0
2025-03-05 09:57:19 | INTERNAL | Clock: 307 | Internal event
2025-03-05 09:57:19 | SEND | Clock: 308 | Sent to machine 1
2025-03-05 09:57:20 | SEND | Clock: 309 | Sent to machine 1
2025-03-05 09:57:20 | SEND | Clock: 310 | Sent to machine 3
2025-03-05 09:57:20 | INTERNAL | Clock: 311 | Internal event
2025-03-05 09:57:20 | SEND | Clock: 312 | Sent to machine 1
2025-03-05 09:57:21 | RECEIVE | Clock: 316 | Message clock: 315, Queue length: 0
2025-03-05 09:57:21 | INTERNAL | Clock: 317 | Internal event
2025-03-05 09:57:21 | INTERNAL | Clock: 318 | Internal event
2025-03-05 09:57:22 | INTERNAL | Clock: 319 | Internal event
2025-03-05 09:57:22 | SEND | Clock: 320 | Sent to machine 1
2025-03-05 09:57:22 | RECEIVE | Clock: 323 | Message clock: 322, Queue length: 0
2025-03-05 09:57:23 | RECEIVE | Clock: 325 | Message clock: 324, Queue length: 0
2025-03-05 09:57:23 | INTERNAL | Clock: 326 | Internal event
2025-03-05 09:57:23 | RECEIVE | Clock: 329 | Message clock: 328, Queue length: 0
2025-03-05 09:57:24 | RECEIVE | Clock: 330 | Message clock: 329, Queue length: 0
2025-03-05 09:57:24 | INTERNAL | Clock: 331 | Internal event
2025-03-05 09:57:24 | RECEIVE | Clock: 335 | Message clock: 334, Queue length: 0
2025-03-05 09:57:25 | INTERNAL | Clock: 336 | Internal event
2025-03-05 09:57:25 | INTERNAL | Clock: 337 | Internal event
2025-03-05 09:57:25 | RECEIVE | Clock: 341 | Message clock: 340, Queue length: 0
2025-03-05 09:57:26 | SEND | Clock: 342 | Sent to machine 3
2025-03-05 09:57:26 | RECEIVE | Clock: 345 | Message clock: 344, Queue length: 0
2025-03-05 09:57:26 | INTERNAL | Clock: 346 | Internal event
2025-03-05 09:57:27 | INTERNAL | Clock: 347 | Internal event
2025-03-05 09:57:27 | SEND | Clock: 348 | Sent to machine 1
2025-03-05 09:57:27 | SEND | Clock: 349 | Sent to machine 3
